zone_id,time,speed,volume,occupancy
197309,01:30,34.0,11.0,0.2
197309,01:45,30.7,12.0,0.2
197309,02:00,23.6,7.0,0.0
197309,02:15,29.7,10.0,0.2
197309,02:30,33.8,13.0,0.2
197309,02:45,35.8,18.0,0.5
197309,03:00,33.4,22.0,0.6
197309,03:15,50.8,27.0,0.6
197309,03:30,49.2,55.0,2.1
197309,03:45,50.8,51.0,1.8
197309,04:00,52.6,63.0,1.8
197309,04:15,51.7,95.0,3.7
197309,04:30,49.9,121.0,4.5
197309,04:45,49.9,149.0,6.2
197309,05:00,49.2,176.0,6.8
197309,05:15,45.6,233.0,10.5
197309,05:30,45.1,260.0,11.8
197309,05:45,42.0,241.0,13.8
197309,06:00,36.3,261.0,18.6
197309,06:15,21.0,258.0,40.1
197309,06:30,19.7,257.0,38.8
197309,06:45,21.6,281.0,36.9
197309,07:00,27.5,261.0,27.1
197309,07:15,27.0,242.0,29.9
197309,07:30,14.9,253.0,43.1
197309,07:45,27.0,256.0,30.2
197309,08:00,38.9,227.0,17.2
197309,08:15,25.2,291.0,36.5
197309,08:30,31.2,231.0,23.1
197309,08:45,45.2,218.0,11.7
197309,09:00,49.5,188.0,8.8
197309,09:15,49.2,230.0,9.4
197309,09:30,48.0,192.0,8.0
197309,09:45,49.2,186.0,8.2
197309,10:00,50.2,176.0,6.8
197309,10:15,49.2,172.0,7.3
197309,10:30,48.6,210.0,8.2
197309,10:45,48.4,167.0,7.5
197309,11:00,47.5,185.0,7.4
197309,11:15,49.9,179.0,7.6
197309,11:30,48.7,171.0,6.8
197309,11:45,49.3,158.0,6.8
197309,12:00,49.5,178.0,7.2
197309,12:15,48.1,191.0,8.7
197309,12:30,24.3,185.0,37.0
197309,12:45,8.2,128.0,53.6
197309,13:00,7.0,117.0,63.4
197309,13:15,20.8,186.0,46.6
197309,13:30,44.2,220.0,14.3
197309,13:45,38.4,216.0,21.8
197309,14:00,24.9,188.0,37.2
197309,14:15,11.2,131.0,57.2
197309,14:30,18.5,162.0,37.4
197309,14:45,18.5,211.0,39.5
197309,15:00,14.5,167.0,48.8
197309,15:15,30.1,209.0,23.5
197309,15:30,42.5,187.0,13.0
197309,15:45,45.5,197.0,10.5
197309,16:00,46.8,192.0,10.5
197309,16:15,44.6,201.0,11.3
197309,16:30,48.3,160.0,7.8
197309,16:45,53.2,161.0,6.0
197309,17:00,48.7,201.0,9.1
197309,17:15,52.5,169.0,6.2
197309,17:30,47.5,158.0,6.2
197309,17:45,49.8,157.0,6.7
197309,18:00,45.8,160.0,6.2
197309,18:15,54.7,116.0,4.2
197309,18:30,48.4,140.0,5.2
197309,18:45,46.9,113.0,4.1
197309,19:00,48.8,108.0,4.2
197309,19:15,52.2,146.0,5.2
197309,19:30,51.4,148.0,5.8
197309,19:45,49.7,150.0,6.8
197309,20:00,50.5,163.0,7.0
197309,20:15,45.3,150.0,5.7
197309,20:30,50.7,95.0,3.4
197309,20:45,49.1,89.0,3.2
197309,21:00,49.8,89.0,3.3
197309,21:15,47.5,106.0,3.7
197309,21:30,52.2,60.0,2.0
197309,21:45,51.7,65.0,2.1
197309,22:00,54.7,62.0,2.2
197309,22:15,48.6,49.0,1.3
197309,22:30,42.4,40.0,1.2
197309,22:45,48.4,39.0,0.9
197309,23:00,50.4,37.0,1.1
197309,23:15,35.8,22.0,0.5
197309,23:30,42.8,34.0,1.0
197309,23:45,44.6,32.0,1.0
197362,00:00,8.8,2.0,0.0
197362,00:15,13.3,3.0,0.0
197362,00:30,5.6,1.0,0.0
197362,00:45,4.8,1.0,0.0
197362,01:00,12.8,4.0,0.0
197362,01:15,2.5,1.0,0.0
197362,01:30,11.8,4.0,0.2
197362,01:45,6.0,2.0,0.0
197362,02:00,15.2,6.0,0.2
197362,02:15,4.3,1.0,0.0
197362,02:30,7.5,2.0,0.0
197362,02:45,10.9,3.0,0.1
197362,03:00,10.5,4.0,0.1
197362,03:15,17.3,6.0,0.2
197362,03:30,33.5,11.0,0.2
197362,03:45,29.8,14.0,0.4
197362,04:00,34.0,13.0,0.2
197362,04:15,29.3,19.0,0.7
197362,04:30,48.5,25.0,0.9
197362,04:45,44.5,39.0,1.8
197362,05:00,46.2,44.0,1.9
197362,05:15,47.4,47.0,2.2
197362,05:30,48.3,65.0,3.4
197362,05:45,46.5,69.0,3.5
197362,06:00,44.3,85.0,4.9
197362,06:15,44.8,100.0,5.2
197362,06:30,42.2,58.0,3.1
197362,06:45,46.2,97.0,5.2
197362,07:00,45.2,60.0,3.2
197362,07:15,46.2,67.0,3.2
197362,07:30,37.1,53.0,2.8
197362,07:45,46.6,62.0,3.1
197362,08:00,32.9,38.0,2.0
197362,08:15,48.2,41.0,2.1
197362,08:30,45.9,41.0,1.8
197362,08:45,38.6,30.0,1.3
197362,09:00,36.5,26.0,1.1
197362,09:15,44.2,30.0,1.4
197362,09:30,38.0,37.0,1.6
197362,09:45,40.4,26.0,1.2
197362,10:00,32.9,15.0,0.3
197362,10:15,51.2,41.0,2.0
197362,10:30,34.1,18.0,0.9
197362,10:45,42.6,20.0,0.7
197362,11:00,41.0,23.0,0.8
197362,11:15,47.8,29.0,1.1
197362,11:30,45.0,31.0,1.4
197362,11:45,42.5,16.0,0.3
197362,12:00,49.5,21.0,0.8
197362,12:15,37.7,14.0,0.4
197362,12:30,39.8,22.0,0.8
197362,12:45,45.5,28.0,1.1
197362,13:00,45.3,60.0,3.1
197362,13:15,52.5,47.0,1.8
197362,13:30,41.9,31.0,1.2
197362,13:45,33.8,32.0,1.6
197362,14:00,33.6,30.0,1.3
197362,14:15,44.8,36.0,1.8
197362,14:30,40.0,51.0,2.5
197362,14:45,43.2,32.0,1.4
197362,15:00,42.2,33.0,1.5
197362,15:15,45.0,24.0,1.0
197362,15:30,40.8,30.0,1.3
197362,15:45,39.4,18.0,0.6
197362,16:00,33.6,22.0,0.8
197362,16:15,39.2,23.0,1.0
197362,16:30,30.4,15.0,0.4
197362,16:45,27.0,15.0,0.5
197362,17:00,30.6,15.0,0.5
197362,17:15,30.2,24.0,1.2
197362,17:30,25.4,15.0,0.7
197362,17:45,34.3,14.0,0.5
197362,18:00,46.1,25.0,0.8
197362,18:15,32.3,19.0,0.6
197362,18:30,40.2,23.0,0.8
197362,18:45,32.2,18.0,0.7
197362,19:00,28.4,21.0,1.0
197362,19:15,41.2,20.0,0.5
197362,19:30,30.5,11.0,0.2
197362,19:45,33.2,16.0,0.7
197362,20:00,37.2,17.0,0.5
197362,20:15,20.2,9.0,0.2
197362,20:30,26.6,13.0,0.4
197362,20:45,25.1,11.0,0.4
197362,21:00,49.7,16.0,0.3
197362,21:15,35.2,18.0,0.6
197362,21:30,29.2,14.0,0.4
197362,21:45,19.3,6.0,0.1
197362,22:00,23.7,6.0,0.1
197362,22:15,6.6,4.0,0.2
197362,22:30,25.6,9.0,0.2
197362,22:45,27.6,9.0,0.2
197362,23:00,14.3,3.0,0.0
197362,23:15,17.2,6.0,0.2
197362,23:30,17.0,4.0,0.0
197362,23:45,12.6,3.0,0.0
197584,00:00,65.6,273.0,4.5
197584,00:15,68.4,206.0,3.9
197584,00:30,67.6,214.0,3.6
197584,00:45,67.8,178.0,3.0
197584,01:00,67.4,148.0,2.3
197584,01:15,67.8,127.0,2.5
197584,01:30,64.2,138.0,2.6
197584,01:45,67.7,126.0,2.5
197584,02:00,63.0,120.0,2.5
197584,02:15,67.1,111.0,2.1
197584,02:30,54.3,115.0,1.8
197584,02:45,66.5,132.0,3.5
197584,03:00,62.3,101.0,1.9
197584,03:15,61.4,92.0,2.0
197584,03:30,59.3,124.0,2.8
197584,03:45,67.8,111.0,2.7
197584,04:00,63.2,133.0,2.6
197584,04:15,64.3,144.0,3.4
197584,04:30,64.8,207.0,3.3
197584,04:45,65.1,188.0,4.0
197584,05:00,65.6,257.0,4.2
197584,05:15,64.0,232.0,4.6
197584,05:30,63.5,354.0,6.6
197584,05:45,63.5,295.0,6.0
197584,06:00,66.4,320.0,5.2
197584,06:15,65.5,343.0,6.4
197584,06:30,63.8,458.0,7.5
197584,06:45,64.8,425.0,7.9
197584,07:00,65.2,468.0,7.4
197584,07:15,63.9,472.0,8.4
197584,07:30,61.6,572.0,10.2
197584,07:45,63.3,521.0,9.8
197584,08:00,64.1,522.0,8.2
197584,08:15,63.1,479.0,8.7
197584,08:30,64.0,512.0,7.8
197584,08:45,63.0,441.0,8.9
197584,09:00,63.5,513.0,8.7
197584,09:15,63.9,432.0,8.1
197584,09:30,63.2,531.0,9.2
197584,09:45,62.0,531.0,11.0
197584,10:00,63.8,590.0,10.1
197584,10:15,63.5,487.0,9.3
197584,10:30,37.0,481.0,24.0
197584,10:45,24.4,369.0,28.0
197584,11:00,21.1,405.0,28.1
197584,11:15,30.5,486.0,23.8
197584,11:30,60.3,481.0,8.7
197584,11:45,63.1,654.0,8.3
197584,12:00,62.5,568.0,9.3
197584,12:15,61.2,716.0,9.7
197584,12:30,62.3,575.0,9.1
197584,12:45,63.6,551.0,9.9
197584,13:00,61.8,454.0,9.9
197584,13:15,63.2,544.0,9.7
197584,13:30,60.8,460.0,9.5
197584,13:45,60.8,528.0,9.9
197584,14:00,63.8,502.0,9.5
197584,14:15,58.2,600.0,12.5
197584,14:30,58.0,550.0,11.4
197584,14:45,43.9,618.0,18.5
197584,15:00,32.9,516.0,22.8
197584,15:15,33.6,553.0,23.3
197584,15:30,30.5,501.0,22.4
197584,15:45,30.6,546.0,22.2
197584,16:00,32.4,480.0,22.0
197584,16:15,30.0,535.0,23.8
197584,16:30,29.9,446.0,25.5
197584,16:45,27.6,589.0,26.3
197584,17:00,29.6,497.0,23.0
197584,17:15,37.0,521.0,19.2
197584,17:30,63.6,685.0,8.0
197584,17:45,62.9,415.0,8.5
197584,18:00,58.5,527.0,11.0
197584,18:15,27.3,437.0,28.8
197584,18:30,26.2,466.0,26.3
197584,18:45,24.9,375.0,27.6
197584,19:00,26.5,496.0,27.0
197584,19:15,45.2,416.0,15.3
197584,19:30,63.8,486.0,8.8
197584,19:45,63.2,406.0,9.0
197584,20:00,62.0,470.0,11.1
197584,20:15,61.7,478.0,12.5
197584,20:30,60.9,492.0,10.2
197584,20:45,62.0,378.0,8.5
197584,21:00,60.9,363.0,7.0
197584,21:15,62.6,403.0,8.0
197584,21:30,64.0,372.0,6.7
197584,21:45,62.6,312.0,6.9
197584,22:00,63.2,336.0,7.2
197584,22:15,63.2,261.0,5.5
197584,22:30,62.9,224.0,4.9
197584,22:45,65.7,198.0,4.6
197584,23:00,66.0,207.0,3.8
197584,23:15,64.0,184.0,4.7
197584,23:30,65.6,246.0,5.0
197584,23:45,65.8,171.0,3.4
223305,00:00,49.8,25.0,0.5
223305,00:15,51.5,25.0,0.4
223305,00:30,52.2,21.0,0.8
223305,00:45,51.4,18.0,0.2
223305,01:00,49.0,16.0,0.7
223305,01:15,50.9,16.0,0.6
223305,01:30,53.5,17.0,0.3
223305,01:45,52.0,20.0,0.4
223305,02:00,54.0,10.0,0.1
223305,02:15,57.3,19.0,0.8
223305,02:30,49.3,12.0,0.4
223305,02:45,58.2,18.0,0.4
223305,03:00,55.7,23.0,0.6
223305,03:15,52.3,28.0,0.6
223305,03:30,53.8,25.0,0.6
223305,03:45,52.7,55.0,1.6
223305,04:00,53.8,86.0,2.4
223305,04:15,52.2,120.0,4.2
223305,04:30,52.8,137.0,4.3
223305,04:45,51.7,141.0,5.2
223305,05:00,51.0,191.0,6.2
223305,05:15,49.1,186.0,7.2
223305,05:30,48.1,183.0,6.8
223305,05:45,49.6,146.0,5.8
223305,06:00,48.7,167.0,5.9
223305,06:15,49.3,128.0,4.6
223305,06:30,49.7,140.0,5.2
223305,06:45,48.5,141.0,5.3
223305,07:00,48.3,137.0,5.3
223305,07:15,47.0,122.0,5.3
223305,07:30,49.2,150.0,5.3
223305,07:45,49.5,146.0,6.0
223305,08:00,50.0,171.0,6.0
223305,08:15,50.2,150.0,5.2
223305,08:30,49.5,143.0,5.0
223305,08:45,50.8,137.0,5.1
223305,09:00,52.0,133.0,4.5
223305,09:15,52.3,137.0,4.8
223305,09:30,52.2,119.0,3.8
223305,09:45,53.2,124.0,3.8
223305,10:00,53.6,120.0,3.7
223305,10:15,52.2,80.0,2.8
223305,10:30,53.4,105.0,3.5
223305,10:45,51.9,99.0,3.7
223305,11:00,52.3,118.0,4.1
223305,11:15,52.3,102.0,3.6
223305,11:30,51.4,94.0,2.9
223305,11:45,51.5,119.0,4.0
223305,12:00,52.1,111.0,3.2
223305,12:15,52.2,120.0,4.5
223305,12:30,51.8,73.0,2.2
223305,12:45,53.6,52.0,1.3
223305,13:00,50.9,48.0,1.3
223305,13:15,52.2,46.0,1.2
223305,13:30,49.2,59.0,1.8
223305,13:45,50.2,71.0,1.9
223305,14:00,51.5,81.0,2.3
223305,14:15,51.8,83.0,2.4
223305,14:30,51.1,71.0,2.0
223305,14:45,51.2,71.0,2.4
223305,15:00,51.8,79.0,2.5
223305,15:15,49.4,92.0,3.2
223305,15:30,49.8,119.0,3.8
223305,15:45,50.0,108.0,4.3
223305,16:00,48.5,138.0,5.1
223305,16:15,48.8,133.0,5.3
223305,16:30,51.1,131.0,4.2
223305,16:45,50.2,161.0,6.1
223305,17:00,50.3,140.0,4.8
223305,17:15,52.2,156.0,5.5
223305,17:30,51.6,120.0,4.6
223305,17:45,52.1,111.0,3.8
223305,18:00,50.2,101.0,3.4
223305,18:15,54.8,76.0,2.2
223305,18:30,52.1,87.0,2.5
223305,18:45,53.2,105.0,2.8
223305,19:00,53.2,82.0,2.3
223305,19:15,52.6,102.0,2.5
223305,19:30,51.8,80.0,2.4
223305,19:45,49.2,73.0,2.4
223305,20:00,48.7,81.0,2.7
223305,20:15,48.2,118.0,3.8
223305,20:30,51.0,78.0,2.4
223305,20:45,50.1,87.0,2.7
223305,21:00,50.8,54.0,1.6
223305,21:15,49.9,100.0,2.8
223305,21:30,50.4,91.0,2.8
223305,21:45,52.5,53.0,1.2
223305,22:00,52.4,38.0,0.9
223305,22:15,52.2,56.0,1.3
223305,22:30,50.5,43.0,1.1
223305,22:45,52.8,35.0,0.8
223305,23:00,51.6,33.0,0.7
223305,23:15,54.9,44.0,1.1
223305,23:30,53.5,33.0,1.0
223305,23:45,53.6,19.0,0.4
237232,00:00,0.0,0.0,0.0
237232,00:15,0.0,0.0,0.0
237232,00:30,0.0,0.0,0.0
237232,00:45,0.0,0.0,0.0
237232,01:00,0.0,0.0,0.0
237232,01:15,0.0,0.0,0.0
237232,01:30,0.0,0.0,0.0
237232,01:45,0.0,0.0,0.0
237232,02:00,0.0,0.0,0.0
237232,02:15,0.0,0.0,0.0
237232,02:30,0.0,0.0,0.0
237232,02:45,0.0,0.0,0.0
237232,03:00,0.0,0.0,0.0
237232,03:15,0.0,0.0,0.0
237232,03:30,0.0,0.0,0.0
237232,03:45,0.0,0.0,0.0
237232,04:00,0.0,0.0,0.0
237232,04:15,0.0,0.0,0.0
237232,04:30,0.0,0.0,0.0
237232,04:45,0.0,0.0,0.0
237232,05:00,0.0,0.0,0.0
237232,05:15,0.0,0.0,0.0
237232,05:30,0.0,0.0,0.0
237232,05:45,0.0,0.0,0.0
237232,06:00,0.0,0.0,0.0
237232,06:15,0.0,0.0,0.0
237232,06:30,0.0,0.0,0.0
237232,06:45,0.0,0.0,0.0
237232,07:00,0.0,0.0,0.0
237232,07:15,0.0,0.0,0.0
237232,07:30,0.0,0.0,0.0
237232,07:45,0.0,0.0,0.0
237232,08:00,0.0,0.0,0.0
237232,08:15,0.0,0.0,0.0
237232,08:30,0.0,0.0,0.0
237232,08:45,0.0,0.0,0.0
237232,09:00,0.0,0.0,0.0
237232,09:15,0.0,0.0,0.0
237232,09:30,0.0,0.0,0.0
237232,09:45,0.0,0.0,0.0
237232,10:00,0.0,0.0,0.0
237232,10:15,0.0,0.0,0.0
237232,10:30,0.0,0.0,0.0
237232,10:45,0.0,0.0,0.0
237232,11:00,0.0,0.0,0.0
237232,11:15,0.0,0.0,0.0
237232,11:30,0.0,0.0,0.0
237232,11:45,0.0,0.0,0.0
237232,12:00,0.0,0.0,0.0
237232,12:15,0.0,0.0,0.0
237232,12:30,0.0,0.0,0.0
237232,12:45,0.0,0.0,0.0
237232,13:00,0.0,0.0,0.0
237232,13:15,0.0,0.0,0.0
237232,13:30,0.0,0.0,0.0
237232,13:45,0.0,0.0,0.0
237232,14:00,0.0,0.0,0.0
237232,14:15,0.0,0.0,0.0
237232,14:30,0.0,0.0,0.0
237232,14:45,0.0,0.0,0.0
237232,15:00,0.0,0.0,0.0
237232,15:15,0.0,0.0,0.0
237232,15:30,0.0,0.0,0.0
237232,15:45,0.0,0.0,0.0
237232,16:00,0.0,0.0,0.0
237232,16:15,0.0,0.0,0.0
237232,16:30,0.0,0.0,0.0
237232,16:45,0.0,0.0,0.0
237232,17:00,0.0,0.0,0.0
237232,17:15,0.0,0.0,0.0
237232,17:30,0.0,0.0,0.0
237232,17:45,0.0,0.0,0.0
237232,18:00,0.0,0.0,0.0
237232,18:15,0.0,0.0,0.0
237232,18:30,0.0,0.0,0.0
237232,18:45,0.0,0.0,0.0
237232,19:00,0.0,0.0,0.0
237232,19:15,0.0,0.0,0.0
237232,19:30,0.0,0.0,0.0
237232,19:45,0.0,0.0,0.0
237232,20:00,0.0,0.0,0.0
237232,20:15,0.0,0.0,0.0
237232,20:30,0.0,0.0,0.0
237232,20:45,0.0,0.0,0.0
237232,21:00,0.0,0.0,0.0
237232,21:15,0.0,0.0,0.0
237232,21:30,0.0,0.0,0.0
237232,21:45,0.0,0.0,0.0
237232,22:00,0.0,0.0,0.0
237232,22:15,0.0,0.0,0.0
237232,22:30,0.0,0.0,0.0
237232,22:45,0.0,0.0,0.0
237232,23:00,0.0,0.0,0.0
237232,23:15,0.0,0.0,0.0
237232,23:30,0.0,0.0,0.0
237232,23:45,0.0,0.0,0.0
